Channel 1,Channel 2,Channel 3,Channel 4
90,123.05,-33.05,1.506
90,123.05,-33.05,1.421
90,123.05,-33.05,1.335
90,123.05,-33.05,1.249
90,123.05,-33.05,1.164
90,123.05,-33.05,1.078
90,123.05,-33.05,0.992
90,123.05,-33.05,0.907
90,123.05,-33.05,0.821
90,123.05,-33.05,0.735
90,123.05,-33.05,0.65
90,123.05,-33.05,0.564
90,123.05,-33.05,0.478
90,123.05,-33.05,0.393
90,123.05,-33.05,0.307
90,123.05,-33.05,0.221
90,123.05,-33.05,0.136
90,123.05,-33.05,0.05
90,123.05,-33.05,-0.036
90,123.05,-33.05,-0.121
90,123.05,-33.05,-0.207
90,123.05,-33.05,-0.293
90,123.05,-33.05,-0.379
90,123.05,-33.05,-0.464
90,123.05,-33.05,-0.55
90,123.05,-33.05,-0.636
90,123.05,-33.05,-0.721
90,123.05,-33.05,-0.807
90,123.05,-33.05,-0.893
90,123.05,-33.05,-0.978
90,123.05,-33.05,-1.064
90,123.05,-33.05,-1.15
90,123.05,-33.05,-1.235
